dataset,n,R,metodo,tiempo
uniforme,3,4882,DP,0.0612
uniforme,3,420,DP,0.0056
uniforme,3,2698,DP,0.0221
uniforme,3,2445,DP,0.0331
uniforme,3,814,DP,0.0304
uniforme,3,852,DP,0.0107
uniforme,3,4990,DP,0.066
uniforme,3,1208,DP,0.0137
uniforme,3,2727,DP,0.023
uniforme,3,3719,DP,0.0299
uniforme,3,178,DP,0.0029
uniforme,3,3659,DP,0.0288
uniforme,3,4915,DP,0.0354
uniforme,3,1334,DP,0.011
uniforme,3,3076,DP,0.0223
uniforme,3,4286,DP,0.031
uniforme,3,1362,DP,0.01
uniforme,3,1959,DP,0.0143
uniforme,3,3647,DP,0.026
uniforme,3,3783,DP,0.0433
uniforme,3,2230,DP,0.0164
uniforme,3,2642,DP,0.0229
uniforme,3,2645,DP,0.0183
uniforme,3,713,DP,0.0049
uniforme,3,1006,DP,0.0089
uniforme,3,2809,DP,0.0196
uniforme,3,1878,DP,0.0257
uniforme,3,4918,DP,0.057
uniforme,3,4508,DP,0.0507
uniforme,3,2636,DP,0.0233
uniforme,3,914,DP,0.0077
uniforme,3,3951,DP,0.0305
uniforme,3,3801,DP,0.0328
uniforme,3,2118,DP,0.017
uniforme,3,3318,DP,0.0295
uniforme,3,3477,DP,0.0331
uniforme,3,4742,DP,0.0337
uniforme,3,2078,DP,0.0153
uniforme,3,3070,DP,0.0233
uniforme,3,2515,DP,0.0176
uniforme,5,1173,DP,0.0153
uniforme,5,2269,DP,0.026
uniforme,5,4191,DP,0.0533
uniforme,5,2277,DP,0.0273
uniforme,5,1815,DP,0.0187
uniforme,5,4504,DP,0.0534
uniforme,5,4177,DP,0.0489
uniforme,5,1484,DP,0.0153
uniforme,5,4143,DP,0.0447
uniforme,5,3487,DP,0.041
uniforme,5,3977,DP,0.0583
uniforme,5,919,DP,0.0254
uniforme,5,4288,DP,0.0443
uniforme,5,2517,DP,0.0568
uniforme,5,1947,DP,0.035
uniforme,5,3400,DP,0.0379
uniforme,5,4054,DP,0.0761
uniforme,5,4807,DP,0.0479
uniforme,5,2672,DP,0.0302
uniforme,5,1081,DP,0.0113
uniforme,5,3758,DP,0.0684
uniforme,5,2771,DP,0.0381
uniforme,5,745,DP,0.0097
uniforme,5,2655,DP,0.03
uniforme,5,1105,DP,0.0116
uniforme,5,1594,DP,0.019
uniforme,5,4423,DP,0.0603
uniforme,5,2360,DP,0.0435
uniforme,5,1886,DP,0.0465
uniforme,5,3601,DP,0.048
uniforme,5,173,DP,0.0037
uniforme,5,4766,DP,0.0476
uniforme,5,287,DP,0.004
uniforme,5,2185,DP,0.0209
uniforme,5,4090,DP,0.0698
uniforme,5,1512,DP,0.0172
uniforme,5,2,DP,0.0019
uniforme,5,3647,DP,0.0496
uniforme,5,2358,DP,0.0311
uniforme,5,1743,DP,0.0241
uniforme,5,2061,DP,0.0233
uniforme,5,1146,DP,0.0113
uniforme,5,2484,DP,0.0253
uniforme,5,195,DP,0.0038
uniforme,5,4916,DP,0.0488
uniforme,5,556,DP,0.008
uniforme,5,4900,DP,0.0701
uniforme,5,2763,DP,0.0568
uniforme,5,669,DP,0.0171
uniforme,5,1089,DP,0.0194
uniforme,10,3271,DP,0.1101
uniforme,10,259,DP,0.0121
uniforme,10,2115,DP,0.0526
uniforme,10,4994,DP,0.1234
uniforme,10,3359,DP,0.0783
uniforme,10,3102,DP,0.0972
uniforme,10,4020,DP,0.1078
uniforme,10,1088,DP,0.0231
uniforme,10,952,DP,0.0303
uniforme,10,4979,DP,0.1052
uniforme,10,1804,DP,0.0344
uniforme,10,1482,DP,0.0303
uniforme,10,923,DP,0.0197
uniforme,10,785,DP,0.0158
uniforme,10,2173,DP,0.0449
uniforme,10,2969,DP,0.0664
uniforme,10,623,DP,0.0123
uniforme,10,4957,DP,0.0984
uniforme,10,2947,DP,0.0594
uniforme,10,2343,DP,0.0532
uniforme,10,2181,DP,0.0608
uniforme,10,718,DP,0.039
uniforme,10,2843,DP,0.0571
uniforme,10,2483,DP,0.0457
uniforme,10,253,DP,0.0049
uniforme,10,943,DP,0.0167
uniforme,10,2776,DP,0.0523
uniforme,10,970,DP,0.0186
uniforme,10,4039,DP,0.0723
uniforme,10,3810,DP,0.0709
uniforme,10,4728,DP,0.0834
uniforme,10,1012,DP,0.0186
uniforme,10,4993,DP,0.0905
uniforme,10,3590,DP,0.0941
uniforme,10,2121,DP,0.0389
uniforme,10,4821,DP,0.0844
uniforme,10,4055,DP,0.126
uniforme,10,1326,DP,0.0283
uniforme,10,2788,DP,0.0912
uniforme,10,1386,DP,0.0331
uniforme,10,2571,DP,0.0779
uniforme,10,1461,DP,0.0673
uniforme,10,2572,DP,0.055
uniforme,10,3112,DP,0.0698
uniforme,10,2027,DP,0.0442
uniforme,10,3055,DP,0.0688
uniforme,10,3977,DP,0.0695
uniforme,10,2508,DP,0.045
uniforme,10,4699,DP,0.1081
uniforme,10,567,DP,0.012
uniforme,25,3796,DP,0.1731
uniforme,25,3349,DP,0.17
uniforme,25,51,DP,0.0045
uniforme,25,2941,DP,0.1661
uniforme,25,3157,DP,0.2046
uniforme,25,2368,DP,0.0965
uniforme,25,2757,DP,0.1663
uniforme,25,437,DP,0.0177
uniforme,25,4757,DP,0.3166
uniforme,25,1037,DP,0.0545
uniforme,25,3872,DP,0.3147
uniforme,25,1178,DP,0.0781
uniforme,25,884,DP,0.0406
uniforme,25,717,DP,0.0302
uniforme,25,2005,DP,0.0848
uniforme,25,1639,DP,0.0685
uniforme,25,3600,DP,0.1842
uniforme,25,745,DP,0.0346
uniforme,25,536,DP,0.0338
uniforme,25,2710,DP,0.1627
uniforme,25,4159,DP,0.2112
uniforme,25,1515,DP,0.0786
uniforme,25,939,DP,0.0583
uniforme,25,1593,DP,0.0869
uniforme,25,2141,DP,0.1309
uniforme,25,4687,DP,0.1993
uniforme,25,782,DP,0.033
uniforme,25,4270,DP,0.2116
uniforme,25,955,DP,0.0529
uniforme,25,3434,DP,0.1546
uniforme,25,3356,DP,0.1388
uniforme,25,3123,DP,0.1284
uniforme,25,4768,DP,0.2018
uniforme,25,3628,DP,0.1499
uniforme,25,1720,DP,0.1655
uniforme,25,4756,DP,0.336
uniforme,25,526,DP,0.0215
uniforme,25,1110,DP,0.0439
uniforme,25,2577,DP,0.1413
uniforme,25,4842,DP,0.2567
uniforme,25,1137,DP,0.0459
uniforme,25,1934,DP,0.0982
uniforme,25,251,DP,0.0111
uniforme,25,3355,DP,0.1863
uniforme,25,3429,DP,0.2032
uniforme,25,4894,DP,0.2521
uniforme,25,3942,DP,0.218
uniforme,25,4796,DP,0.2998
uniforme,25,2569,DP,0.1297
uniforme,25,3177,DP,0.1721
uniforme,50,3971,DP,0.3423
uniforme,50,3494,DP,0.3528
uniforme,50,1882,DP,0.2002
uniforme,50,917,DP,0.1175
uniforme,50,920,DP,0.0893
uniforme,50,170,DP,0.0181
uniforme,50,1828,DP,0.1944
uniforme,50,1992,DP,0.3641
uniforme,50,45,DP,0.0065
uniforme,50,3124,DP,0.2829
uniforme,50,2437,DP,0.2208
uniforme,50,2967,DP,0.3117
uniforme,50,2756,DP,0.2446
uniforme,50,3613,DP,0.3964
uniforme,50,880,DP,0.105
uniforme,50,1901,DP,0.2703
uniforme,50,1371,DP,0.2389
uniforme,50,51,DP,0.0322
uniforme,50,4913,DP,0.6402
uniforme,50,3180,DP,0.5044
uniforme,50,1668,DP,0.2078
uniforme,50,4614,DP,0.4684
uniforme,50,176,DP,0.0208
uniforme,50,2425,DP,0.2102
uniforme,50,2680,DP,0.2424
uniforme,50,3451,DP,0.3349
uniforme,50,660,DP,0.0536
uniforme,50,2096,DP,0.1761
uniforme,50,1968,DP,0.1588
uniforme,50,3835,DP,0.407
uniforme,50,3911,DP,0.3445
uniforme,50,1103,DP,0.1012
uniforme,50,3237,DP,0.3711
uniforme,50,3470,DP,0.3509
uniforme,50,1836,DP,0.1825
uniforme,50,1946,DP,0.1661
uniforme,50,743,DP,0.0839
uniforme,50,2764,DP,0.609
uniforme,50,1130,DP,0.2121
uniforme,50,3277,DP,0.5473
uniforme,50,203,DP,0.0363
uniforme,50,3840,DP,0.666
uniforme,50,3480,DP,0.5012
uniforme,50,3751,DP,0.3944
uniforme,50,586,DP,0.0873
uniforme,50,1195,DP,0.1259
uniforme,50,1916,DP,0.3072
uniforme,50,3378,DP,0.418
uniforme,50,3210,DP,0.4332
uniforme,50,921,DP,0.0779
uniforme,75,2102,DP,0.2609
uniforme,75,1970,DP,0.2558
uniforme,75,1522,DP,0.1922
uniforme,75,245,DP,0.0373
uniforme,75,319,DP,0.048
uniforme,75,3310,DP,0.4936
uniforme,75,1887,DP,0.2534
uniforme,75,1390,DP,0.1959
uniforme,75,4001,DP,0.6262
uniforme,75,4300,DP,0.5814
uniforme,75,3779,DP,0.4677
uniforme,75,1940,DP,0.2571
uniforme,75,3867,DP,0.5031
uniforme,75,3830,DP,0.5282
uniforme,75,894,DP,0.105
uniforme,75,813,DP,0.1203
uniforme,75,1505,DP,0.1841
uniforme,75,2274,DP,0.3332
uniforme,75,1156,DP,0.2314
uniforme,75,1910,DP,0.6182
uniforme,75,3073,DP,0.6629
uniforme,75,1815,DP,0.3125
uniforme,75,910,DP,0.127
uniforme,75,2346,DP,0.3068
uniforme,75,2844,DP,0.3506
uniforme,75,1454,DP,0.3856
uniforme,75,4289,DP,0.9355
uniforme,75,4120,DP,0.613
uniforme,75,2545,DP,0.3539
uniforme,75,380,DP,0.0499
uniforme,75,2213,DP,0.6523
uniforme,75,3092,DP,0.7487
uniforme,75,3400,DP,1.0562
uniforme,75,437,DP,0.0879
uniforme,75,4433,DP,0.6772
uniforme,75,1624,DP,0.2084
uniforme,75,802,DP,0.1137
uniforme,75,208,DP,0.0346
uniforme,75,4071,DP,0.5543
uniforme,75,436,DP,0.0584
uniforme,75,3798,DP,0.4852
uniforme,75,2311,DP,0.3192
uniforme,75,2065,DP,0.3385
uniforme,75,4893,DP,0.7681
uniforme,75,4165,DP,0.6411
uniforme,75,4803,DP,0.8937
uniforme,75,3506,DP,1.016
uniforme,75,2888,DP,0.4513
uniforme,75,4848,DP,0.8388
uniforme,75,4267,DP,0.5838
uniforme,100,1194,DP,0.1934
uniforme,100,673,DP,0.1136
uniforme,100,3665,DP,0.6378
uniforme,100,3645,DP,0.6203
uniforme,100,84,DP,0.0254
uniforme,100,1745,DP,0.331
uniforme,100,386,DP,0.0997
uniforme,100,3611,DP,0.7046
uniforme,100,1795,DP,0.4089
uniforme,100,4939,DP,0.896
uniforme,100,3648,DP,0.6432
uniforme,100,4733,DP,0.8834
uniforme,100,1758,DP,0.2846
uniforme,100,3761,DP,0.7313
uniforme,100,2888,DP,0.5675
uniforme,100,729,DP,0.1171
uniforme,100,2901,DP,0.5348
uniforme,100,1216,DP,0.2102
uniforme,100,3407,DP,0.5749
uniforme,100,3443,DP,0.6293
uniforme,100,1733,DP,0.3007
uniforme,100,1592,DP,0.3689
uniforme,100,4957,DP,0.9768
uniforme,100,3523,DP,0.6936
uniforme,100,1720,DP,0.301
uniforme,100,1363,DP,0.222
uniforme,100,2603,DP,0.5109
uniforme,100,1711,DP,0.2667
uniforme,100,1357,DP,0.2133
uniforme,100,4501,DP,0.8708
uniforme,100,4224,DP,0.8782
uniforme,100,203,DP,0.0392
uniforme,100,1357,DP,0.2073
uniforme,100,2079,DP,0.52
uniforme,100,4006,DP,0.8135
uniforme,100,471,DP,0.0949
uniforme,100,3376,DP,0.6342
uniforme,100,4387,DP,0.7565
uniforme,100,109,DP,0.0238
uniforme,100,3029,DP,0.653
uniforme,100,3152,DP,0.671
uniforme,100,138,DP,0.0376
uniforme,100,1552,DP,0.3177
uniforme,100,4044,DP,0.7651
uniforme,100,3244,DP,0.6176
uniforme,100,2911,DP,0.4901
uniforme,100,4316,DP,0.7648
uniforme,100,947,DP,0.1581
uniforme,100,2160,DP,0.382
uniforme,100,3963,DP,0.7176
uniforme,250,942,DP,0.4073
uniforme,250,4285,DP,2.0188
uniforme,250,1875,DP,0.8488
uniforme,250,4721,DP,2.6271
uniforme,250,1604,DP,0.7021
uniforme,250,4469,DP,2.1532
uniforme,250,3358,DP,1.951
uniforme,250,4959,DP,2.2726
uniforme,250,4052,DP,1.9675
uniforme,250,2198,DP,1.202
uniforme,250,3681,DP,2.0047
uniforme,250,2486,DP,2.1473
uniforme,250,2909,DP,1.4467
uniforme,250,762,DP,0.4798
uniforme,250,2753,DP,1.2389
uniforme,250,2444,DP,1.0709
uniforme,250,1901,DP,0.8217
uniforme,250,4151,DP,2.8574
uniforme,250,4977,DP,3.3526
uniforme,250,3653,DP,2.1218
uniforme,250,310,DP,0.1361
uniforme,250,3372,DP,1.5404
uniforme,250,65,DP,0.0415
uniforme,250,2831,DP,1.4224
uniforme,250,687,DP,0.348
uniforme,250,2559,DP,1.1182
uniforme,250,1990,DP,1.3239
uniforme,250,724,DP,0.3789
uniforme,250,4313,DP,2.2489
uniforme,250,1887,DP,0.9905
uniforme,250,4571,DP,2.7623
uniforme,250,3532,DP,1.9283
uniforme,250,1156,DP,0.6739
uniforme,250,2520,DP,1.3626
uniforme,250,226,DP,0.1729
uniforme,250,4827,DP,2.7128
uniforme,250,1785,DP,1.0307
uniforme,250,3366,DP,1.8823
uniforme,250,36,DP,0.0328
uniforme,250,1429,DP,0.7947
uniforme,250,4722,DP,2.3966
uniforme,250,1988,DP,0.9587
uniforme,250,4755,DP,2.3546
uniforme,250,4197,DP,1.9631
uniforme,250,3258,DP,1.6264
uniforme,250,4788,DP,2.3047
uniforme,250,102,DP,0.065
uniforme,250,1603,DP,0.7855
uniforme,250,1278,DP,0.5643
uniforme,250,11,DP,0.0388
uniforme,500,3114,DP,2.8768
uniforme,500,4607,DP,4.6798
uniforme,500,2731,DP,3.278
uniforme,500,855,DP,0.7811
uniforme,500,4930,DP,6.3081
uniforme,500,111,DP,0.1271
uniforme,500,984,DP,1.0726
uniforme,500,820,DP,1.782
uniforme,500,1671,DP,1.6896
uniforme,500,4934,DP,5.1003
uniforme,500,4612,DP,4.7904
uniforme,500,1545,DP,1.6993
uniforme,500,2841,DP,2.753
uniforme,500,4989,DP,4.6906
uniforme,500,1508,DP,1.8134
uniforme,500,4977,DP,5.4089
uniforme,500,999,DP,1.2992
uniforme,500,1147,DP,1.3366
uniforme,500,2194,DP,2.5622
uniforme,500,1225,DP,1.1884
uniforme,500,4061,DP,4.4586
uniforme,500,4814,DP,4.9306
uniforme,500,4288,DP,9.1053
uniforme,500,1344,DP,1.7097
uniforme,500,1691,DP,2.1033
uniforme,500,1467,DP,1.5572
uniforme,500,2907,DP,3.2537
uniforme,500,892,DP,0.9643
uniforme,500,2689,DP,2.8624
uniforme,500,86,DP,0.1256
uniforme,500,4394,DP,4.7971
uniforme,500,2838,DP,2.8939
uniforme,500,791,DP,0.7466
uniforme,500,2700,DP,2.8957
uniforme,500,2002,DP,2.0901
uniforme,500,2723,DP,2.7188
uniforme,500,4163,DP,4.1015
uniforme,500,1042,DP,0.9012
uniforme,500,460,DP,0.5102
uniforme,500,4241,DP,4.3538
uniforme,500,3463,DP,2.9118
uniforme,500,1208,DP,0.98
uniforme,500,2805,DP,2.4426
uniforme,500,4296,DP,4.4339
uniforme,500,2675,DP,2.5234
uniforme,500,3850,DP,3.4592
uniforme,500,2105,DP,2.1013
uniforme,500,289,DP,0.2462
uniforme,500,4513,DP,6.247
uniforme,500,2678,DP,2.6672
uniforme,1000,281,DP,0.7137
uniforme,1000,2773,DP,5.5892
uniforme,1000,2246,DP,4.6714
uniforme,1000,971,DP,1.6991
uniforme,1000,261,DP,0.4802
uniforme,1000,4391,DP,8.4517
uniforme,1000,2372,DP,4.217
uniforme,1000,3342,DP,6.4306
uniforme,1000,4710,DP,9.6045
uniforme,1000,4411,DP,9.4644
uniforme,1000,3644,DP,8.1655
uniforme,1000,4534,DP,10.3928
uniforme,1000,4332,DP,7.5004
uniforme,1000,152,DP,0.3856
uniforme,1000,1642,DP,5.5907
uniforme,1000,185,DP,0.6448
uniforme,1000,2209,DP,8.2039
uniforme,1000,2689,DP,8.9607
uniforme,1000,2823,DP,8.5001
uniforme,1000,332,DP,0.8808
uniforme,1000,2126,DP,4.0098
uniforme,1000,1165,DP,3.7275
uniforme,1000,2313,DP,5.1693
uniforme,1000,4254,DP,9.7946
uniforme,1000,3742,DP,6.7902
uniforme,1000,4125,DP,11.1393
uniforme,1000,545,DP,1.0714
uniforme,1000,3387,DP,7.836
uniforme,1000,592,DP,1.155
uniforme,1000,4317,DP,9.2447
uniforme,1000,1696,DP,3.3357
uniforme,1000,2749,DP,5.6343
uniforme,1000,4569,DP,11.8183
uniforme,1000,3159,DP,6.5285
uniforme,1000,2572,DP,5.915
uniforme,1000,4327,DP,8.7491
uniforme,1000,824,DP,1.636
uniforme,1000,1295,DP,2.6101
uniforme,1000,4200,DP,12.5133
uniforme,1000,2652,DP,6.2675
uniforme,1000,3255,DP,6.2021
uniforme,1000,1736,DP,3.1119
uniforme,1000,1084,DP,1.9108
uniforme,1000,4407,DP,8.4309
uniforme,1000,1791,DP,4.0584
uniforme,1000,3852,DP,8.3728
uniforme,1000,2798,DP,6.5772
uniforme,1000,4754,DP,9.5517
uniforme,1000,205,DP,0.4004
uniforme,1000,3024,DP,5.3505
uniforme,2000,4820,DP,18.531
uniforme,2000,928,DP,3.238
uniforme,2000,3225,DP,12.7516
uniforme,2000,3525,DP,17.8762
uniforme,2000,1171,DP,4.536
uniforme,2000,3594,DP,15.591
uniforme,2000,2661,DP,9.7633
uniforme,2000,1045,DP,4.1086
uniforme,2000,4464,DP,17.9281
uniforme,2000,699,DP,3.0298
uniforme,2000,3482,DP,13.5329
uniforme,2000,2348,DP,9.2838
uniforme,2000,3614,DP,14.2942
uniforme,2000,787,DP,2.9761
uniforme,2000,2363,DP,9.097
uniforme,2000,1073,DP,3.7419
uniforme,2000,3697,DP,13.2113
uniforme,2000,4247,DP,21.3552
uniforme,2000,4096,DP,16.3429
uniforme,2000,1650,DP,6.6847
uniforme,2000,4056,DP,17.6794
uniforme,2000,3382,DP,19.9313
uniforme,2000,3587,DP,15.984
uniforme,2000,1395,DP,5.6985
uniforme,2000,2523,DP,12.4561
uniforme,2000,4378,DP,17.7126
uniforme,2000,3029,DP,12.5989
uniforme,2000,2782,DP,15.3238
uniforme,2000,288,DP,2.0685
uniforme,2000,30,DP,0.3188
uniforme,2000,2910,DP,13.4872
uniforme,2000,4168,DP,17.7867
uniforme,2000,284,DP,1.4584
uniforme,2000,2563,DP,10.6968
uniforme,2000,3867,DP,15.6213
uniforme,2000,3523,DP,14.6588
uniforme,2000,1147,DP,3.9736
uniforme,2000,1904,DP,7.5046
uniforme,2000,678,DP,2.9997
uniforme,2000,2998,DP,11.9846
uniforme,2000,965,DP,4.3605
uniforme,2000,3038,DP,13.1734
uniforme,2000,265,DP,1.0233
uniforme,2000,3780,DP,19.8821
uniforme,2000,4407,DP,17.5462
uniforme,2000,4513,DP,15.7063
uniforme,2000,4759,DP,16.7516
uniforme,2000,4918,DP,19.5296
uniforme,2000,4328,DP,15.1298
uniforme,2000,1864,DP,6.733
uniforme,3000,4566,DP,37.1141
uniforme,3000,3417,DP,22.9784
uniforme,3000,2931,DP,16.3992
uniforme,3000,4558,DP,29.6023
uniforme,3000,1459,DP,10.7786
uniforme,3000,86,DP,0.9967
uniforme,3000,4604,DP,33.0524
uniforme,3000,1716,DP,12.0107
uniforme,3000,3282,DP,18.9272
uniforme,3000,1138,DP,7.5123
uniforme,3000,1371,DP,9.9343
uniforme,3000,459,DP,2.8739
uniforme,3000,923,DP,6.8035
uniforme,3000,4991,DP,38.6121
uniforme,3000,1005,DP,8.6684
uniforme,3000,2664,DP,20.1074
uniforme,3000,1390,DP,7.5203
uniforme,3000,1622,DP,8.6885
uniforme,3000,2967,DP,21.7417
uniforme,3000,587,DP,3.9085
uniforme,3000,4770,DP,31.5513
uniforme,3000,4551,DP,29.6636
uniforme,3000,2014,DP,14.2235
uniforme,3000,4457,DP,29.3303
uniforme,3000,261,DP,1.6685
uniforme,3000,3218,DP,18.3537
uniforme,3000,1518,DP,8.1808
uniforme,3000,2175,DP,12.879
uniforme,3000,3228,DP,21.0449
uniforme,3000,3319,DP,24.1171
uniforme,3000,4800,DP,30.1213
uniforme,3000,931,DP,5.4956
uniforme,3000,1335,DP,6.9822
uniforme,3000,4955,DP,27.0587
uniforme,3000,4330,DP,42.08
uniforme,3000,78,DP,0.8175
uniforme,3000,2976,DP,24.2855
uniforme,3000,1238,DP,8.1652
uniforme,3000,2772,DP,15.6166
uniforme,3000,2324,DP,19.5758
uniforme,3000,364,DP,2.2495
uniforme,3000,4480,DP,31.5717
uniforme,3000,914,DP,6.1878
uniforme,3000,3800,DP,26.6241
uniforme,3000,4885,DP,35.9733
uniforme,3000,3423,DP,25.6659
uniforme,3000,1765,DP,11.6083
uniforme,3000,621,DP,3.9769
uniforme,3000,2790,DP,18.2981
uniforme,3000,1195,DP,8.156
uniforme,5000,1198,DP,11.2356
uniforme,5000,3480,DP,36.451
uniforme,5000,1054,DP,10.3054
uniforme,5000,2670,DP,25.902
uniforme,5000,3523,DP,45.7503
uniforme,5000,2373,DP,30.4687
uniforme,5000,4782,DP,53.562
uniforme,5000,996,DP,9.3375
uniforme,5000,3053,DP,35.0194
uniforme,5000,4930,DP,52.4858
uniforme,5000,1279,DP,18.1791
uniforme,5000,2984,DP,29.3439
uniforme,5000,1019,DP,12.9049
uniforme,5000,4660,DP,54.6708
uniforme,5000,2545,DP,23.0487
uniforme,5000,3723,DP,46.2292
uniforme,5000,4882,DP,59.4818
uniforme,5000,1409,DP,17.8196
uniforme,5000,2227,DP,28.4262
uniforme,5000,1432,DP,17.2714
uniforme,5000,378,DP,5.4786
uniforme,5000,1808,DP,20.8031
uniforme,5000,376,DP,3.7523
uniforme,5000,472,DP,4.928
uniforme,5000,969,DP,14.5146
uniforme,5000,2310,DP,26.945
uniforme,5000,3169,DP,32.1172
uniforme,5000,3525,DP,44.8705
uniforme,5000,1642,DP,19.8719
uniforme,5000,268,DP,2.7854
uniforme,5000,630,DP,5.6708
uniforme,5000,2271,DP,22.8447
uniforme,5000,3,DP,0.6123
uniforme,5000,1601,DP,19.3094
uniforme,5000,4264,DP,47.2837
uniforme,5000,3449,DP,38.4019
uniforme,5000,3399,DP,31.2449
uniforme,5000,328,DP,4.199
uniforme,5000,3275,DP,35.3968
uniforme,5000,2843,DP,33.1912
uniforme,5000,973,DP,11.9917
uniforme,5000,1936,DP,18.9731
uniforme,5000,76,DP,1.1781
uniforme,5000,2437,DP,26.3966
uniforme,5000,2047,DP,25.5173
uniforme,5000,4865,DP,51.6689
uniforme,5000,2231,DP,24.2731
uniforme,5000,3494,DP,33.2626
uniforme,5000,3859,DP,39.1759
uniforme,5000,2415,DP,30.8547
muchos,1,5000,DP,0.0173
muchos,1,5000,DP,0.0166
muchos,1,5000,DP,0.0166
muchos,1,5000,DP,0.017
muchos,1,5000,DP,0.0172
muchos,1,5000,DP,0.017
muchos,1,5000,DP,0.021
muchos,1,5000,DP,0.0185
muchos,1,5000,DP,0.0173
muchos,1,5000,DP,0.0171
muchos,1,5000,DP,0.0253
muchos,1,5000,DP,0.0175
muchos,1,5000,DP,0.0167
muchos,1,5000,DP,0.0172
muchos,1,5000,DP,0.0184
muchos,1,5000,DP,0.0223
muchos,1,5000,DP,0.0256
muchos,1,5000,DP,0.018
muchos,1,5000,DP,0.0218
muchos,1,5000,DP,0.0343
muchos,1,5000,DP,0.0182
muchos,1,5000,DP,0.0177
muchos,1,5000,DP,0.0175
muchos,1,5000,DP,0.0192
muchos,1,5000,DP,0.0196
muchos,1,5000,DP,0.0177
muchos,1,5000,DP,0.0186
muchos,1,5000,DP,0.0203
muchos,1,5000,DP,0.018
muchos,1,5000,DP,0.0168
muchos,1,5000,DP,0.0169
muchos,1,5000,DP,0.018
muchos,1,5000,DP,0.0166
muchos,1,5000,DP,0.0176
muchos,1,5000,DP,0.017
muchos,1,5000,DP,0.0162
muchos,1,5000,DP,0.0211
muchos,1,5000,DP,0.0166
muchos,1,5000,DP,0.026
muchos,1,5000,DP,0.0159
muchos,1,5000,DP,0.017
muchos,1,5000,DP,0.0193
muchos,1,5000,DP,0.0173
muchos,1,5000,DP,0.0201
muchos,1,5000,DP,0.0358
muchos,1,5000,DP,0.0181
muchos,1,5000,DP,0.0284
muchos,1,5000,DP,0.0275
muchos,1,5000,DP,0.0305
muchos,1,5000,DP,0.096
muchos,3,5000,DP,0.0438
muchos,3,5000,DP,0.0892
muchos,3,5000,DP,0.0504
muchos,3,5000,DP,0.0552
muchos,3,5000,DP,0.0524
muchos,3,5000,DP,0.0402
muchos,3,5000,DP,0.0504
muchos,3,5000,DP,0.041
muchos,3,5000,DP,0.0443
muchos,3,5000,DP,0.0382
muchos,3,5000,DP,0.0714
muchos,3,5000,DP,0.0488
muchos,3,5000,DP,0.0378
muchos,3,5000,DP,0.0569
muchos,3,5000,DP,0.0366
muchos,3,5000,DP,0.0369
muchos,3,5000,DP,0.0448
muchos,3,5000,DP,0.0369
muchos,3,5000,DP,0.0431
muchos,3,5000,DP,0.0378
muchos,3,5000,DP,0.0357
muchos,3,5000,DP,0.034
muchos,3,5000,DP,0.0501
muchos,3,5000,DP,0.0457
muchos,3,5000,DP,0.0545
muchos,3,5000,DP,0.0408
muchos,3,5000,DP,0.0444
muchos,3,5000,DP,0.0465
muchos,3,5000,DP,0.0396
muchos,3,5000,DP,0.0425
muchos,3,5000,DP,0.0457
muchos,3,5000,DP,0.044
muchos,3,5000,DP,0.0372
muchos,3,5000,DP,0.0566
muchos,3,5000,DP,0.0489
muchos,3,5000,DP,0.0369
muchos,3,5000,DP,0.0481
muchos,3,5000,DP,0.0411
muchos,3,5000,DP,0.037
muchos,3,5000,DP,0.0436
muchos,3,5000,DP,0.058
muchos,3,5000,DP,0.0586
muchos,3,5000,DP,0.0797
muchos,3,5000,DP,0.0708
muchos,3,5000,DP,0.0453
muchos,3,5000,DP,0.0416
muchos,3,5000,DP,0.0688
muchos,3,5000,DP,0.0556
muchos,3,5000,DP,0.0931
muchos,3,5000,DP,0.0387
muchos,5,5000,DP,0.0548
muchos,5,5000,DP,0.0717
muchos,5,5000,DP,0.0559
muchos,5,5000,DP,0.0573
muchos,5,5000,DP,0.0585
muchos,5,5000,DP,0.058
muchos,5,5000,DP,0.0622
muchos,5,5000,DP,0.0508
muchos,5,5000,DP,0.0534
muchos,5,5000,DP,0.0552
muchos,5,5000,DP,0.0531
muchos,5,5000,DP,0.0561
muchos,5,5000,DP,0.0664
muchos,5,5000,DP,0.0626
muchos,5,5000,DP,0.0608
muchos,5,5000,DP,0.0497
muchos,5,5000,DP,0.0477
muchos,5,5000,DP,0.0494
muchos,5,5000,DP,0.0506
muchos,5,5000,DP,0.0514
muchos,5,5000,DP,0.0475
muchos,5,5000,DP,0.0519
muchos,5,5000,DP,0.0547
muchos,5,5000,DP,0.0593
muchos,5,5000,DP,0.0631
muchos,5,5000,DP,0.0494
muchos,5,5000,DP,0.0752
muchos,5,5000,DP,0.0507
muchos,5,5000,DP,0.0592
muchos,5,5000,DP,0.0509
muchos,5,5000,DP,0.0492
muchos,5,5000,DP,0.049
muchos,5,5000,DP,0.0579
muchos,5,5000,DP,0.0577
muchos,5,5000,DP,0.0478
muchos,5,5000,DP,0.0499
muchos,5,5000,DP,0.0512
muchos,5,5000,DP,0.0688
muchos,5,5000,DP,0.0499
muchos,5,5000,DP,0.0607
muchos,5,5000,DP,0.0597
muchos,5,5000,DP,0.0583
muchos,5,5000,DP,0.0604
muchos,5,5000,DP,0.0971
muchos,5,5000,DP,0.1326
